1662351_2,1662351_3,1.0
1662351_2,1662351_1,1.0
1662351_3,1662351_1,1.0
1662351_3,1662351_2,1.0
1662351_1,1662351_3,1.0
1662351_1,1662351_2,1.0
1661670_1,1661670_2,1.0
1661670_1,1661670_3,1.0
1661670_2,1661670_3,1.0
1661670_2,1661670_1,1.0
1661670_3,1661670_2,1.0
1661670_3,1661670_1,1.0
1665732_1,1665732_3,1.0
1665732_1,1665732_2,1.0
1665732_3,1665732_2,1.0
1665732_3,1665732_1,1.0
1665732_2,1665732_3,1.0
1665732_2,1665732_1,1.0
2272854_1,2272854_2,1.0
2272854_1,2272854_3,1.0
2272854_2,2272854_1,1.0
2272854_2,2272854_3,1.0
2272854_3,2272854_1,1.0
2272854_3,2272854_2,1.0
1662252_2,1662252_1,1.0
1662252_2,1662252_3,1.0
1662252_2,1662252_5,1.0
1662252_2,1662252_4,1.0
1662252_3,1662252_1,1.0
1662252_3,1662252_2,1.0
1662252_3,1662252_5,1.0
1662252_3,1662252_4,1.0
1662252_1,1662252_2,1.0
1662252_1,1662252_3,1.0
1662252_1,1662252_5,1.0
1662252_1,1662252_4,1.0
1662252_5,1662252_1,1.0
1662252_5,1662252_2,1.0
1662252_5,1662252_3,1.0
1662252_5,1662252_4,1.0
1662252_4,1662252_1,1.0
1662252_4,1662252_2,1.0
1662252_4,1662252_3,1.0
1662252_4,1662252_5,1.0
2243561_2,2243561_3,1.0
2243561_2,2243561_1,1.0
2243561_3,2243561_2,1.0
2243561_3,2243561_1,1.0
2243561_1,2243561_2,1.0
2243561_1,2243561_3,1.0
1662732_1,1662732_2,1.0
1662732_1,1662732_3,1.0
1662732_3,1662732_2,1.0
1662732_3,1662732_1,1.0
1662732_2,1662732_1,1.0
1662732_2,1662732_3,1.0
1677464_1,1677464_2,1.0
1677464_1,1677464_3,1.0
1677464_2,1677464_1,1.0
1677464_2,1677464_3,1.0
1677464_3,1677464_1,1.0
1677464_3,1677464_2,1.0
1667179_3,1667179_2,1.0
1667179_3,1667179_1,1.0
1667179_1,1667179_2,1.0
1667179_1,1667179_3,1.0
1667179_2,1667179_3,1.0
1667179_2,1667179_1,1.0
1661952_1,1661952_2,1.0
1661952_1,1661952_3,1.0
1661952_2,1661952_3,1.0
1661952_2,1661952_1,1.0
1661952_3,1661952_2,1.0
1661952_3,1661952_1,1.0
1664013_2,1664013_1,1.0
1664013_2,1664013_3,1.0
1664013_3,1664013_1,1.0
1664013_3,1664013_2,1.0
1664013_1,1664013_2,1.0
1664013_1,1664013_3,1.0
1662437_3,1662437_1,1.0
1662437_3,1662437_2,1.0
1662437_1,1662437_2,1.0
1662437_1,1662437_3,1.0
1662437_2,1662437_1,1.0
1662437_2,1662437_3,1.0
2008367_3,2008367_2,1.0
2008367_3,2008367_1,1.0
2008367_2,2008367_3,1.0
2008367_2,2008367_1,1.0
2008367_1,2008367_3,1.0
2008367_1,2008367_2,1.0
1663297_1,1663297_2,1.0
1663297_1,1663297_3,1.0
1663297_2,1663297_3,1.0
1663297_2,1663297_1,1.0
1663297_3,1663297_2,1.0
1663297_3,1663297_1,1.0
1662453_4,1662453_3,1.0
1662453_4,1662453_2,1.0
1662453_4,1662453_1,1.0
1662453_1,1662453_3,1.0
1662453_1,1662453_2,1.0
1662453_1,1662453_4,1.0
1662453_3,1662453_2,1.0
1662453_3,1662453_4,1.0
1662453_3,1662453_1,1.0
1662453_2,1662453_3,1.0
1662453_2,1662453_4,1.0
1662453_2,1662453_1,1.0
1662280_4,1662280_1,1.0
1662280_4,1662280_3,1.0
1662280_4,1662280_2,1.0
1662280_1,1662280_4,1.0
1662280_1,1662280_3,1.0
1662280_1,1662280_2,1.0
1662280_3,1662280_4,1.0
1662280_3,1662280_1,1.0
1662280_3,1662280_2,1.0
1662280_2,1662280_4,1.0
1662280_2,1662280_1,1.0
1662280_2,1662280_3,1.0
1665100_1,1665100_3,1.0
1665100_1,1665100_2,1.0
1665100_2,1665100_3,1.0
1665100_2,1665100_1,1.0
1665100_3,1665100_1,1.0
1665100_3,1665100_2,1.0
2052315_2,2052315_1,1.0
2052315_1,2052315_2,1.0
1665118_3,1665118_1,1.0
1665118_3,1665118_2,1.0
1665118_1,1665118_2,1.0
1665118_1,1665118_3,1.0
1665118_2,1665118_1,1.0
1665118_2,1665118_3,1.0
1661966_2,1661966_1,1.0
1661966_2,1661966_4,1.0
1661966_2,1661966_3,1.0
1661966_1,1661966_2,1.0
1661966_1,1661966_4,1.0
1661966_1,1661966_3,1.0
1661966_4,1661966_2,1.0
1661966_4,1661966_1,1.0
1661966_4,1661966_3,1.0
1661966_3,1661966_2,1.0
1661966_3,1661966_1,1.0
1661966_3,1661966_4,1.0
2005104_1,2005104_3,1.0
2005104_1,2005104_2,1.0
2005104_3,2005104_1,1.0
2005104_3,2005104_2,1.0
2005104_2,2005104_1,1.0
2005104_2,2005104_3,1.0
1663012_1,1663012_2,1.0
1663012_1,1663012_4,1.0
1663012_1,1663012_3,1.0
1663012_3,1663012_2,1.0
1663012_3,1663012_4,1.0
1663012_3,1663012_1,1.0
1663012_2,1663012_4,1.0
1663012_2,1663012_1,1.0
1663012_2,1663012_3,1.0
1663012_4,1663012_2,1.0
1663012_4,1663012_1,1.0
1663012_4,1663012_3,1.0
2204561_2,2204561_3,1.0
2204561_2,2204561_1,1.0
2204561_3,2204561_2,1.0
2204561_3,2204561_1,1.0
2204561_1,2204561_3,1.0
2204561_1,2204561_2,1.0
1662088_3,1662088_4,1.0
1662088_3,1662088_1,1.0
1662088_3,1662088_2,1.0
1662088_2,1662088_4,1.0
1662088_2,1662088_1,1.0
1662088_2,1662088_3,1.0
1662088_4,1662088_1,1.0
1662088_4,1662088_3,1.0
1662088_4,1662088_2,1.0
1662088_1,1662088_4,1.0
1662088_1,1662088_3,1.0
1662088_1,1662088_2,1.0
1662381_2,1662381_3,1.0
1662381_2,1662381_1,1.0
1662381_3,1662381_2,1.0
1662381_3,1662381_1,1.0
1662381_1,1662381_3,1.0
1662381_1,1662381_2,1.0
2182527_1,2182527_3,1.0
2182527_2,2182527_3,1.0
1662752_3,1662752_2,1.0
1662752_3,1662752_1,1.0
1662752_2,1662752_1,1.0
1662752_2,1662752_3,1.0
1662752_1,1662752_2,1.0
1662752_1,1662752_3,1.0
1662224_2,1662224_4,1.0
1662224_2,1662224_3,1.0
1662224_2,1662224_1,1.0
1662224_1,1662224_4,1.0
1662224_1,1662224_3,1.0
1662224_1,1662224_2,1.0
1662224_4,1662224_3,1.0
1662224_4,1662224_2,1.0
1662224_4,1662224_1,1.0
1662224_3,1662224_4,1.0
1662224_3,1662224_2,1.0
1662224_3,1662224_1,1.0
1663314_3,1663314_2,1.0
1663314_3,1663314_4,1.0
1663314_3,1663314_1,1.0
1663314_1,1663314_2,1.0
1663314_1,1663314_4,1.0
1663314_1,1663314_3,1.0
1663314_2,1663314_4,1.0
1663314_2,1663314_3,1.0
1663314_2,1663314_1,1.0
1663314_4,1663314_2,1.0
1663314_4,1663314_3,1.0
1663314_4,1663314_1,1.0
1662521_2,1662521_1,1.0
1662521_1,1662521_2,1.0
1665132_1,1677464_2,1.0624328390285838
1677464_2,1665132_1,1.0624328390285838
1665132_2,1665132_3,1.0
1665132_2,1665132_1,1.0
1665132_3,1665132_2,1.0
1665132_3,1665132_1,1.0
1665132_1,1665132_2,1.0
1665132_1,1665132_3,1.0
2058076_2,2058076_3,1.0
2058076_2,2058076_1,1.0
2058076_3,2058076_2,1.0
2058076_3,2058076_1,1.0
2058076_1,2058076_2,1.0
2058076_1,2058076_3,1.0
1663327_2,1663327_1,1.0
1663327_3,1663327_1,1.0
2312116_1,2182527_1,1.1135396518375242
2312116_2,2312116_1,1.0
1662281_3,1662281_1,1.0
1662281_3,1662281_2,1.0
1662281_1,1662281_2,1.0
1662281_1,1662281_3,1.0
1662281_2,1662281_1,1.0
1662281_2,1662281_3,1.0
1662429_2,1662429_3,1.0
1662429_2,1662429_1,1.0
1662429_3,1662429_2,1.0
1662429_3,1662429_1,1.0
1662429_1,1662429_3,1.0
1662429_1,1662429_2,1.0
1665671_3,1665671_1,1.0
1665671_3,1665671_2,1.0
1665671_3,1665671_4,1.0
1665671_4,1665671_1,1.0
1665671_4,1665671_2,1.0
1665671_4,1665671_3,1.0
1665671_1,1665671_2,1.0
1665671_1,1665671_3,1.0
1665671_1,1665671_4,1.0
1665671_2,1665671_1,1.0
1665671_2,1665671_3,1.0
1665671_2,1665671_4,1.0
1663430_2,1663430_1,1.0
1663430_2,1663430_3,1.0
1663430_1,1663430_3,1.0
1663430_1,1663430_2,1.0
1663430_3,1663430_1,1.0
1663430_3,1663430_2,1.0
2052314_1,2052314_2,1.0
2052314_2,2052314_1,1.0
1664248_1,1664248_3,1.0
1664248_1,1664248_2,1.0
1664248_2,1664248_3,1.0
1664248_2,1664248_1,1.0
1664248_3,1664248_1,1.0
1664248_3,1664248_2,1.0
1662942_3,1662942_2,1.0
1662942_3,1662942_1,1.0
1662942_2,1662942_3,1.0
1662942_2,1662942_1,1.0
1662942_1,1662942_2,1.0
1662942_1,1662942_3,1.0
2020744_1,1662942_1,1.0159574468085106
1662942_1,2020744_1,1.0159574468085106
1664290_4,1664248_2,1.0159574468085106
1664248_2,1664290_4,1.0159574468085106
1664290_1,1664290_3,1.0
1664290_1,1664290_2,1.0
1664290_1,1664290_4,1.0
1664290_2,1664290_3,1.0
1664290_2,1664290_1,1.0
1664290_2,1664290_4,1.0
1664290_3,1664290_1,1.0
1664290_3,1664290_2,1.0
1664290_3,1664290_4,1.0
1664290_4,1664290_3,1.0
1664290_4,1664290_1,1.0
1664290_4,1664290_2,1.0
1663741_3,1663741_2,1.0
1663741_3,1663741_1,1.0
1663741_2,1663741_3,1.0
1663741_2,1663741_1,1.0
1663741_1,1663741_2,1.0
1663741_1,1663741_3,1.0
1662536_2,1662536_3,1.0
1662536_2,1662536_1,1.0
1662536_1,1662536_3,1.0
1662536_1,1662536_2,1.0
1662536_3,1662536_2,1.0
1662536_3,1662536_1,1.0
1663578_3,1663578_4,1.0
1663578_3,1663578_2,1.0
1663578_3,1663578_1,1.0
1663578_1,1663578_4,1.0
1663578_1,1663578_2,1.0
1663578_1,1663578_3,1.0
1663578_4,1663578_2,1.0
1663578_4,1663578_3,1.0
1663578_4,1663578_1,1.0
1663578_2,1663578_4,1.0
1663578_2,1663578_3,1.0
1663578_2,1663578_1,1.0
2059734_1,2059735_1,1.0563950676982592
2059735_1,2059734_1,1.0563950676982592
2059734_3,2059734_2,1.0
2059734_3,2059734_1,1.0
2059734_2,2059734_3,1.0
2059734_2,2059734_1,1.0
2059734_1,2059734_3,1.0
2059734_1,2059734_2,1.0
1661993_2,1661993_3,1.0
1661993_2,1661993_1,1.0
1661993_1,1661993_3,1.0
1661993_1,1661993_2,1.0
1661993_3,1661993_2,1.0
1661993_3,1661993_1,1.0
1662701_1,1662701_3,1.0
1662701_1,1662701_2,1.0
1662701_3,1662701_2,1.0
1662701_3,1662701_1,1.0
1662701_2,1662701_3,1.0
1662701_2,1662701_1,1.0
1662463_2,1662463_1,1.0
1662463_2,1662463_3,1.0
1662463_2,1662463_4,1.0
1662463_1,1662463_2,1.0
1662463_1,1662463_3,1.0
1662463_1,1662463_4,1.0
1662463_3,1662463_1,1.0
1662463_3,1662463_2,1.0
1662463_3,1662463_4,1.0
1662463_4,1662463_1,1.0
1662463_4,1662463_2,1.0
1662463_4,1662463_3,1.0
1666473_3,1666473_2,1.0
1666473_3,1666473_1,1.0
1666473_2,1666473_3,1.0
1666473_2,1666473_1,1.0
1666473_1,1666473_3,1.0
1666473_1,1666473_2,1.0
1662343_1,1662343_3,1.0
1662343_1,1662343_2,1.0
1662343_3,1662343_2,1.0
1662343_3,1662343_1,1.0
1662343_2,1662343_3,1.0
1662343_2,1662343_1,1.0
1667899_2,1667899_3,1.0
1667899_2,1667899_1,1.0
1667899_1,1667899_3,1.0
1667899_1,1667899_2,1.0
1667899_3,1667899_2,1.0
1667899_3,1667899_1,1.0
1661744_2,1661744_3,1.0
1661744_2,1661744_1,1.0
1661744_3,1661744_2,1.0
1661744_3,1661744_1,1.0
1661744_1,1661744_2,1.0
1661744_1,1661744_3,1.0
2132061_3,2132061_2,1.0
2132061_3,2132061_1,1.0
2132061_2,2132061_3,1.0
2132061_2,2132061_1,1.0
2132061_1,2132061_3,1.0
2132061_1,2132061_2,1.0
1662132_3,2052315_2,1.0306576402321084
2052315_2,1662132_3,1.0306576402321084
1662132_4,1662132_1,1.0
1662132_4,1662132_2,1.0
1662132_4,1662132_3,1.0
1662132_1,1662132_4,1.0
1662132_1,1662132_2,1.0
1662132_1,1662132_3,1.0
1662132_2,1662132_4,1.0
1662132_2,1662132_1,1.0
1662132_2,1662132_3,1.0
1662132_3,1662132_4,1.0
1662132_3,1662132_1,1.0
1662132_3,1662132_2,1.0
1662277_3,1662277_1,1.0
1662277_3,1662277_2,1.0
1662277_1,1662277_2,1.0
1662277_1,1662277_3,1.0
1662277_2,1662277_1,1.0
1662277_2,1662277_3,1.0
1666240_4,1666240_2,1.0
1666240_4,1666240_1,1.0
1666240_4,1666240_3,1.0
1666240_2,1666240_4,1.0
1666240_2,1666240_1,1.0
1666240_2,1666240_3,1.0
1666240_1,1666240_2,1.0
1666240_1,1666240_4,1.0
1666240_1,1666240_3,1.0
1666240_3,1666240_2,1.0
1666240_3,1666240_4,1.0
1666240_3,1666240_1,1.0
1661959_3,1661959_2,1.0
1661959_3,1661959_1,1.0
1661959_2,1661959_3,1.0
1661959_2,1661959_1,1.0
1661959_1,1661959_2,1.0
1661959_1,1661959_3,1.0
1666865_1,1666865_2,1.0
1666865_1,1666865_3,1.0
1666865_1,1666865_4,1.0
1666865_4,1666865_2,1.0
1666865_4,1666865_3,1.0
1666865_4,1666865_1,1.0
1666865_2,1666865_3,1.0
1666865_2,1666865_1,1.0
1666865_2,1666865_4,1.0
1666865_3,1666865_2,1.0
1666865_3,1666865_1,1.0
1666865_3,1666865_4,1.0
1662166_3,1662166_2,1.0
1662166_3,1662166_1,1.0
1662166_1,1662166_2,1.0
1662166_1,1662166_3,1.0
1662166_2,1662166_3,1.0
1662166_2,1662166_1,1.0
1662286_2,1662286_1,1.0
1662286_1,1662286_2,1.0
1667174_3,1667174_1,1.0
1667174_3,1667174_4,1.0
1667174_3,1667174_2,1.0
1667174_2,1667174_1,1.0
1667174_2,1667174_4,1.0
1667174_2,1667174_3,1.0
1667174_1,1667174_4,1.0
1667174_1,1667174_3,1.0
1667174_1,1667174_2,1.0
1667174_4,1667174_1,1.0
1667174_4,1667174_3,1.0
1667174_4,1667174_2,1.0
2011531_2,2011531_1,1.0
2011531_1,2011531_2,1.0
1663216_2,1663216_1,1.0
1663216_2,1663216_3,1.0
1663216_1,1663216_3,1.0
1663216_1,1663216_2,1.0
1663216_3,1663216_1,1.0
1663216_3,1663216_2,1.0
1677459_2,1677459_1,1.0
1677459_2,1677459_3,1.0
1677459_1,1677459_2,1.0
1677459_1,1677459_3,1.0
1677459_3,1677459_2,1.0
1677459_3,1677459_1,1.0
1662203_1,1662203_2,1.0
1662203_1,1662203_4,1.0
1662203_1,1662203_3,1.0
1662203_3,1662203_2,1.0
1662203_3,1662203_4,1.0
1662203_3,1662203_1,1.0
1662203_2,1662203_4,1.0
1662203_2,1662203_1,1.0
1662203_2,1662203_3,1.0
1662203_4,1662203_2,1.0
1662203_4,1662203_1,1.0
1662203_4,1662203_3,1.0
1663224_2,1663224_4,1.0
1663224_2,1663224_3,1.0
1663224_2,1663224_1,1.0
1663224_1,1663224_4,1.0
1663224_1,1663224_3,1.0
1663224_1,1663224_2,1.0
1663224_4,1663224_3,1.0
1663224_4,1663224_2,1.0
1663224_4,1663224_1,1.0
1663224_3,1663224_4,1.0
1663224_3,1663224_2,1.0
1663224_3,1663224_1,1.0
1662293_3,1662293_1,1.0
1662293_3,1662293_2,1.0
1662293_2,1662293_1,1.0
1662293_2,1662293_3,1.0
1662293_1,1662293_3,1.0
1662293_1,1662293_2,1.0
